Pair ID,Schedule Type,Order Number,Scene Number,Actors,Equipment,Location,Coordinates,Duration
24,Schedule Plan 1,2,Scene 2,"Sam Smith, Riley Taylor","Drone G, Gimbal F",Seebach,"(47.4223, 8.5414)",2h
24,Schedule Plan 1,3,Scene 3,"Jordan Taylor, Casey Wilson","Boom Mic D, Camera A",Affoltern,"(47.4184, 8.5246)",1h
24,Schedule Plan 2,1,Scene 1,"Jamie Brown, Jordan Moore","Drone B, Boom Mic B",Oerlikon,"(47.4105, 8.5445)",1h
24,Schedule Plan 2,2,Scene 2,"Sam Smith, Riley Taylor","Drone G, Gimbal F",Winterthur,"(47.4988, 8.7237)",2h
24,Schedule Plan 2,3,Scene 3,"Jordan Taylor, Casey Wilson","Boom Mic D, Camera A",Zürich Flughafen,"(47.4504, 8.561)",3h
25,Schedule Plan 1,1,Scene 1,"Alex Davis, Jamie Williams","Microphone C, Gimbal A",Oerlikon,"(47.4105, 8.5445)",1h
25,Schedule Plan 1,2,Scene 2,"Alex Moore, Jamie Smith","Drone D, Gimbal I",Seebach,"(47.4223, 8.5414)",2h
25,Schedule Plan 1,3,Scene 3,"Skyler Jones, River Jones","Gimbal D, Boom Mic F",Affoltern,"(47.4184, 8.5246)",1h
25,Schedule Plan 2,1,Scene 1,"Alex Davis, Jamie Williams","Microphone C, Gimbal A",Oerlikon,"(47.4105, 8.5445)",1h
25,Schedule Plan 2,2,Scene 2,"Alex Moore, Jamie Smith","Drone D, Gimbal I",Winterthur,"(47.4988, 8.7237)",2h
25,Schedule Plan 2,3,Scene 3,"Skyler Jones, River Jones","Gimbal D, Boom Mic F",Zürich Flughafen,"(47.4504, 8.561)",3h
26,Schedule Plan 1,1,Scene 1,"Riley Wilson, Taylor Taylor","Gimbal G, Microphone F",Oerlikon,"(47.4105, 8.5445)",1h
26,Schedule Plan 1,2,Scene 2,"Jordan Brown, Jordan Miller","Microphone C, Camera D",Seebach,"(47.4223, 8.5414)",2h
26,Schedule Plan 1,3,Scene 3,"Taylor Davis, Jamie Wilson","Gimbal H, Boom Mic D",Affoltern,"(47.4184, 8.5246)",1h
26,Schedule Plan 2,1,Scene 1,"Riley Wilson, Taylor Taylor","Gimbal G, Microphone F",Oerlikon,"(47.4105, 8.5445)",1h
26,Schedule Plan 2,2,Scene 2,"Jordan Brown, Jordan Miller","Microphone C, Camera D",Winterthur,"(47.4988, 8.7237)",2h
26,Schedule Plan 2,3,Scene 3,"Taylor Davis, Jamie Wilson","Gimbal H, Boom Mic D",Zürich Flughafen,"(47.4504, 8.561)",3h
27,Schedule Plan 1,1,Scene 1,"Taylor Moore, River Smith","Gimbal C, Boom Mic D",Oerlikon,"(47.4105, 8.5445)",1h
27,Schedule Plan 1,2,Scene 2,"River Davis, Casey Johnson","Drone H, Gimbal F",Seebach,"(47.4223, 8.5414)",2h
27,Schedule Plan 1,3,Scene 3,"Jamie Wilson, Taylor Miller","Camera I, Microphone C",Affoltern,"(47.4184, 8.5246)",1h
27,Schedule Plan 2,1,Scene 1,"Taylor Moore, River Smith","Gimbal C, Boom Mic D",Oerlikon,"(47.4105, 8.5445)",1h
27,Schedule Plan 2,2,Scene 2,"River Davis, Casey Johnson","Drone H, Gimbal F",Winterthur,"(47.4988, 8.7237)",2h
27,Schedule Plan 2,3,Scene 3,"Jamie Wilson, Taylor Miller","Camera I, Microphone C",Zürich Flughafen,"(47.4504, 8.561)",3h
28,Schedule Plan 1,1,Scene 1,"Sam Miller, Alex Miller","Camera D, Microphone B",Oerlikon,"(47.4105, 8.5445)",1h
28,Schedule Plan 1,2,Scene 2,"Jamie Brown, Skyler Brown","Drone D, Boom Mic C",Seebach,"(47.4223, 8.5414)",2h
28,Schedule Plan 1,3,Scene 3,"Morgan Brown, Taylor Wilson","Microphone E, Microphone F",Affoltern,"(47.4184, 8.5246)",1h
28,Schedule Plan 2,1,Scene 1,"Sam Miller, Alex Miller","Camera D, Microphone B",Oerlikon,"(47.4105, 8.5445)",1h
28,Schedule Plan 2,2,Scene 2,"Jamie Brown, Skyler Brown","Drone D, Boom Mic C",Winterthur,"(47.4988, 8.7237)",2h
28,Schedule Plan 2,3,Scene 3,"Morgan Brown, Taylor Wilson","Microphone E, Microphone F",Zürich Flughafen,"(47.4504, 8.561)",3h
29,Schedule Plan 1,1,Scene 1,"Riley Brown, Alex Moore","Drone F, Microphone H",Oerlikon,"(47.4105, 8.5445)",1h
29,Schedule Plan 1,2,Scene 2,"Morgan Davis, Casey Jones","Camera C, Microphone E",Seebach,"(47.4223, 8.5414)",2h
29,Schedule Plan 1,3,Scene 3,"Casey Wilson, Skyler Brown","Gimbal C, Drone B",Affoltern,"(47.4184, 8.5246)",1h
29,Schedule Plan 2,1,Scene 1,"Riley Brown, Alex Moore","Drone F, Microphone H",Oerlikon,"(47.4105, 8.5445)",1h
29,Schedule Plan 2,2,Scene 2,"Morgan Davis, Casey Jones","Camera C, Microphone E",Winterthur,"(47.4988, 8.7237)",2h
29,Schedule Plan 2,3,Scene 3,"Casey Wilson, Skyler Brown","Gimbal C, Drone B",Zürich Flughafen,"(47.4504, 8.561)",3h
30,Schedule Plan 1,1,Scene 1,"Alex Wilson, Riley Williams","Gimbal B, Drone D",Oerlikon,"(47.4105, 8.5445)",1h
30,Schedule Plan 1,2,Scene 2,"Morgan Miller, Riley Taylor","Boom Mic I, Boom Mic H",Seebach,"(47.4223, 8.5414)",2h
30,Schedule Plan 1,3,Scene 3,"Jordan Brown, Skyler Smith","Microphone J, Microphone B",Affoltern,"(47.4184, 8.5246)",1h
30,Schedule Plan 2,1,Scene 1,"Alex Wilson, Riley Williams","Gimbal B, Drone D",Oerlikon,"(47.4105, 8.5445)",1h
30,Schedule Plan 2,2,Scene 2,"Morgan Miller, Riley Taylor","Boom Mic I, Boom Mic H",Winterthur,"(47.4988, 8.7237)",2h
30,Schedule Plan 2,3,Scene 3,"Jordan Brown, Skyler Smith","Microphone J, Microphone B",Zürich Flughafen,"(47.4504, 8.561)",3h
